State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Mizoram,Chilly,High,46159,"Bus: 806 INR, Flight: 4093 INR, Car Rental: 2228 INR, Train: 1865 INR",Local Cuisine: 1282 INR per day,Luxury Resort: 2393 INR per night,"Vantawng Falls, Phawngpui National Park",Wildlife Safari,Moderate,4.9/5,Monsoon,Mizo,Moderately Safe,Yes,Festival
Manipur,Pleasant,Medium,36240,"Train: 1445 INR, Flight: 5759 INR, Car Rental: 1545 INR",Local Cuisine: 832 INR per day,3-star: 1836 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours",High,4.8/5,Summer,Manipuri,Moderately Safe,No,Art Exhibitions
Meghalaya,Sunny,High,6860,"Flight: 6192 INR, Train: 1488 INR",Local Cuisine: 1089 INR per day,Homestay: 4864 INR per night,"Living Root Bridges, Cherrapunji",Wildlife Safari,High,3.9/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,Yes,Festival
Assam,Chilly,High,37581,"Flight: 6806 INR, Train: 1546 INR, Car Rental: 1639 INR, Bus: 207 INR",Local Cuisine: 1130 INR per day,3-star: 4091 INR per night,"Majuli Island, Kaziranga National Park","Boating, Trekking, Cultural Tours",High,5.0/5,Winter,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Manipur,Sunny,Medium,19883,"Bus: 408 INR, Flight: 3077 INR",Local Cuisine: 788 INR per day,Homestay: 4934 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, River Rafting, Trekking",High,4.9/5,Monsoon,Manipuri,Moderately Safe,Yes,Art Exhibitions
Nagaland,Rainy,Medium,7666,"Bus: 471 INR, Flight: 5281 INR",Local Cuisine: 1429 INR per day,3-star: 3078 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Wildlife Safari",High,3.8/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions
Assam,Pleasant,High,7342,"Car Rental: 1189 INR, Train: 569 INR, Bus: 576 INR",Local Cuisine: 897 INR per day,Luxury Resort: 4373 INR per night,"Majuli Island, Kaziranga National Park",Trekking,Moderate,4.1/5,Summer,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Rainy,Low,5771,"Bus: 781 INR, Train: 1643 INR",Local Cuisine: 1677 INR per day,Homestay: 4825 INR per night,"Kohima War Cemetery, Dzükou Valley",Cultural Tours,High,3.6/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Manipur,Sunny,Low,46701,"Bus: 214 INR, Car Rental: 2552 INR, Train: 784 INR",Local Cuisine: 1468 INR per day,Luxury Resort: 1453 INR per night,"Kangla Fort, Loktak Lake",Boating,High,4.7/5,Monsoon,Manipuri,Very Safe,Yes,Festival
Manipur,Pleasant,Medium,43081,"Bus: 378 INR, Flight: 6873 INR",Local Cuisine: 1886 INR per day,3-star: 3012 INR per night,"Loktak Lake, Kangla Fort",Trekking,Low,4.3/5,Summer,Manipuri,Very Safe,No,Local Traditions
Meghalaya,Rainy,Low,5740,"Car Rental: 2045 INR, Train: 1382 INR, Bus: 548 INR, Flight: 3078 INR",Local Cuisine: 701 INR per day,Luxury Resort: 1926 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Boating",Low,4.2/5,Summer,"Khasi, Garo",Very Safe,Yes,Local Traditions
Meghalaya,Pleasant,Low,12263,"Car Rental: 2202 INR, Flight: 4972 INR, Train: 1610 INR, Bus: 201 INR",Local Cuisine: 1460 INR per day,Homestay: 2885 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Cultural Tours, Boating",High,4.4/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Art Exhibitions
Tripura,Sunny,Low,25041,"Car Rental: 2579 INR, Flight: 4417 INR, Bus: 606 INR",Local Cuisine: 1714 INR per day,Luxury Resort: 3974 INR per night,"Neermahal, Ujjayanta Palace","Boating, Cultural Tours",High,4.5/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Manipur,Rainy,Medium,30821,"Flight: 4258 INR, Train: 1464 INR, Bus: 680 INR",Local Cuisine: 861 INR per day,3-star: 2870 INR per night,"Loktak Lake, Kangla Fort","Boating, Wildlife Safari",High,3.5/5,Monsoon,Manipuri,Moderately Safe,Yes,Art Exhibitions
Mizoram,Chilly,Medium,46144,"Car Rental: 2955 INR, Bus: 470 INR, Flight: 4843 INR",Local Cuisine: 1434 INR per day,Luxury Resort: 4352 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, River Rafting, Wildlife Safari",Low,3.6/5,Summer,Mizo,Very Safe,Yes,Local Traditions
Mizoram,Chilly,Low,11139,"Train: 1876 INR, Flight: 5433 INR",Local Cuisine: 782 INR per day,Homestay: 4019 INR per night,"Vantawng Falls, Phawngpui National Park",Wildlife Safari,Moderate,4.5/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Festival
Tripura,Sunny,Medium,13259,"Train: 670 INR, Car Rental: 2807 INR, Flight: 3765 INR",Local Cuisine: 1034 INR per day,3-star: 2007 INR per night,"Ujjayanta Palace, Neermahal","Trekking, River Rafting, Wildlife Safari",Low,4.6/5,Winter,"Bengali, Kokborok",Very Safe,No,Local Traditions
Nagaland,Rainy,Medium,9993,"Train: 1379 INR, Flight: 4964 INR, Bus: 716 INR",Local Cuisine: 1216 INR per day,3-star: 4775 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Boating",High,4.3/5,Summer,"English, Nagamese",Moderately Safe,No,Festival
Mizoram,Sunny,Medium,48951,"Bus: 742 INR, Flight: 4350 INR, Car Rental: 1594 INR",Local Cuisine: 633 INR per day,Homestay: 1312 INR per night,"Vantawng Falls, Phawngpui National Park",Wildlife Safari,High,4.2/5,Summer,Mizo,Very Safe,Yes,Festival
Assam,Pleasant,Low,11093,"Car Rental: 1032 INR, Train: 995 INR, Flight: 3810 INR, Bus: 536 INR",Local Cuisine: 1174 INR per day,Luxury Resort: 2075 INR per night,"Majuli Island, Kaziranga National Park","Boating, Trekking",High,3.7/5,Monsoon,Assamese,Very Safe,Yes,Local Traditions
Tripura,Sunny,High,27807,"Bus: 901 INR, Car Rental: 2145 INR, Flight: 3218 INR, Train: 726 INR",Local Cuisine: 558 INR per day,Luxury Resort: 1206 INR per night,"Ujjayanta Palace, Neermahal","Boating, Cultural Tours",High,4.9/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival
Assam,Pleasant,Low,11130,"Car Rental: 2369 INR, Train: 611 INR, Bus: 777 INR",Local Cuisine: 1224 INR per day,3-star: 4361 INR per night,"Kaziranga National Park, Majuli Island",River Rafting,Moderate,4.9/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Manipur,Chilly,Medium,46009,"Flight: 6490 INR, Bus: 640 INR",Local Cuisine: 1994 INR per day,Luxury Resort: 4617 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Trekking",Moderate,4.7/5,Winter,Manipuri,Safe for Solo Travelers,No,Local Traditions
Tripura,Chilly,High,19478,"Train: 1403 INR, Flight: 4035 INR, Car Rental: 2700 INR",Local Cuisine: 1848 INR per day,3-star: 2783 INR per night,"Neermahal, Ujjayanta Palace",Cultural Tours,Moderate,4.4/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Tripura,Rainy,High,43406,"Bus: 908 INR, Train: 943 INR, Car Rental: 1042 INR",Local Cuisine: 1730 INR per day,Luxury Resort: 4050 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,High,4.3/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Festival
Assam,Sunny,High,48421,"Flight: 4398 INR, Bus: 657 INR, Car Rental: 1725 INR",Local Cuisine: 887 INR per day,Homestay: 3642 INR per night,"Kaziranga National Park, Majuli Island","River Rafting, Cultural Tours",High,4.9/5,Winter,Assamese,Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Pleasant,Low,49741,"Flight: 6463 INR, Car Rental: 2331 INR, Bus: 550 INR",Local Cuisine: 1103 INR per day,Luxury Resort: 1551 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Boating, Trekking",Low,4.7/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Assam,Pleasant,Medium,24584,"Flight: 5033 INR, Car Rental: 1542 INR, Train: 1956 INR",Local Cuisine: 1602 INR per day,Homestay: 1115 INR per night,"Kaziranga National Park, Majuli Island","Boating, River Rafting",Low,3.7/5,Winter,Assamese,Safe for Solo Travelers,No,Festival
Assam,Sunny,High,36911,"Car Rental: 2669 INR, Train: 1617 INR, Bus: 297 INR",Local Cuisine: 521 INR per day,3-star: 1914 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, River Rafting, Trekking",Low,4.8/5,Winter,Assamese,Moderately Safe,No,Festival
Assam,Rainy,Low,49489,"Bus: 332 INR, Car Rental: 2076 INR, Flight: 3500 INR, Train: 1829 INR",Local Cuisine: 1202 INR per day,Homestay: 2291 INR per night,"Kaziranga National Park, Majuli Island","River Rafting, Wildlife Safari",Low,4.6/5,Winter,Assamese,Very Safe,No,Festival
Nagaland,Pleasant,Medium,21178,"Train: 1928 INR, Flight: 5659 INR",Local Cuisine: 1363 INR per day,Luxury Resort: 4398 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,High,4.9/5,Summer,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Sunny,High,16252,"Flight: 3485 INR, Bus: 272 INR, Car Rental: 2512 INR",Local Cuisine: 1954 INR per day,3-star: 2055 INR per night,"Ziro Valley, Tawang Monastery",Boating,Moderate,4.2/5,Summer,"Hindi, English",Very Safe,Yes,Local Traditions
Manipur,Chilly,High,48297,"Car Rental: 2725 INR, Flight: 6942 INR, Bus: 903 INR, Train: 813 INR",Local Cuisine: 1904 INR per day,3-star: 3678 INR per night,"Loktak Lake, Kangla Fort",River Rafting,Moderate,4.1/5,Winter,Manipuri,Safe for Solo Travelers,No,Local Traditions
Assam,Sunny,High,24795,"Car Rental: 2424 INR, Flight: 3414 INR, Train: 1657 INR, Bus: 797 INR",Local Cuisine: 1165 INR per day,Homestay: 2595 INR per night,"Kaziranga National Park, Majuli Island","Boating, River Rafting, Cultural Tours",High,4.6/5,Winter,Assamese,Moderately Safe,No,Art Exhibitions
Assam,Rainy,High,10868,"Flight: 6430 INR, Train: 1448 INR, Bus: 590 INR, Car Rental: 2886 INR",Local Cuisine: 1507 INR per day,Homestay: 2765 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, River Rafting, Cultural Tours",Moderate,4.1/5,Monsoon,Assamese,Very Safe,Yes,Art Exhibitions
Meghalaya,Pleasant,Low,49983,"Bus: 936 INR, Flight: 3951 INR, Train: 1133 INR, Car Rental: 1761 INR",Local Cuisine: 1814 INR per day,3-star: 1618 INR per night,"Cherrapunji, Living Root Bridges",Boating,High,4.0/5,Monsoon,"Khasi, Garo",Very Safe,No,Local Traditions
Tripura,Rainy,Medium,27518,"Car Rental: 2784 INR, Bus: 836 INR",Local Cuisine: 1287 INR per day,Luxury Resort: 1492 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, Boating",High,3.8/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Festival
Nagaland,Chilly,Medium,43693,"Bus: 363 INR, Train: 1415 INR, Flight: 3261 INR, Car Rental: 1279 INR",Local Cuisine: 878 INR per day,Luxury Resort: 2485 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, River Rafting",High,4.4/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Festival
Mizoram,Sunny,High,8335,"Train: 1407 INR, Flight: 4629 INR, Bus: 539 INR, Car Rental: 2308 INR",Local Cuisine: 1544 INR per day,Homestay: 4385 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Cultural Tours, Wildlife Safari",Low,3.7/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Festival
Tripura,Pleasant,Medium,40228,"Car Rental: 1177 INR, Train: 560 INR",Local Cuisine: 1156 INR per day,Homestay: 1751 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Wildlife Safari",High,4.0/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Festival
Assam,Rainy,High,18220,"Car Rental: 1611 INR, Bus: 365 INR, Flight: 4468 INR",Local Cuisine: 1921 INR per day,Luxury Resort: 4316 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,Moderate,4.6/5,Summer,Assamese,Moderately Safe,No,Festival
Nagaland,Pleasant,High,42506,"Train: 674 INR, Flight: 6915 INR, Car Rental: 2647 INR",Local Cuisine: 1387 INR per day,Luxury Resort: 2833 INR per night,"Dzükou Valley, Kohima War Cemetery",Boating,Low,4.8/5,Winter,"English, Nagamese",Moderately Safe,Yes,Festival
Manipur,Rainy,Medium,38840,"Bus: 713 INR, Flight: 4029 INR",Local Cuisine: 825 INR per day,Luxury Resort: 1059 INR per night,"Kangla Fort, Loktak Lake",Wildlife Safari,High,4.0/5,Summer,Manipuri,Very Safe,No,Local Traditions
Arunachal Pradesh,Rainy,High,44155,"Flight: 6133 INR, Bus: 821 INR",Local Cuisine: 1120 INR per day,3-star: 2923 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Trekking, Cultural Tours",High,4.1/5,Monsoon,"Hindi, English",Very Safe,No,Local Traditions
Meghalaya,Pleasant,Low,43916,"Train: 804 INR, Bus: 959 INR, Flight: 3988 INR, Car Rental: 1794 INR",Local Cuisine: 1650 INR per day,3-star: 1305 INR per night,"Living Root Bridges, Cherrapunji",Cultural Tours,Low,4.8/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions
Manipur,Sunny,Medium,35912,"Flight: 4947 INR, Train: 1490 INR, Bus: 355 INR, Car Rental: 1467 INR",Local Cuisine: 1638 INR per day,Homestay: 4203 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Cultural Tours",Low,4.2/5,Summer,Manipuri,Very Safe,No,Art Exhibitions
Nagaland,Sunny,Low,28391,"Bus: 790 INR, Car Rental: 1379 INR",Local Cuisine: 1049 INR per day,3-star: 1242 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Boating",Moderate,4.9/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Pleasant,Low,33609,"Flight: 6057 INR, Bus: 422 INR, Car Rental: 1695 INR, Train: 1734 INR",Local Cuisine: 1901 INR per day,3-star: 3582 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Cultural Tours",Low,3.9/5,Monsoon,Assamese,Moderately Safe,Yes,Local Traditions
Manipur,Chilly,High,16704,"Flight: 4080 INR, Bus: 971 INR",Local Cuisine: 1014 INR per day,3-star: 3582 INR per night,"Loktak Lake, Kangla Fort",Boating,High,4.4/5,Monsoon,Manipuri,Moderately Safe,No,Festival
Mizoram,Pleasant,Medium,31911,"Bus: 653 INR, Flight: 3009 INR, Train: 971 INR, Car Rental: 2414 INR",Local Cuisine: 845 INR per day,3-star: 4330 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Cultural Tours",High,4.8/5,Monsoon,Mizo,Moderately Safe,No,Art Exhibitions
Manipur,Chilly,Medium,14534,"Flight: 4295 INR, Car Rental: 2535 INR",Local Cuisine: 998 INR per day,Homestay: 2552 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Trekking",Moderate,4.0/5,Summer,Manipuri,Moderately Safe,Yes,Festival
Arunachal Pradesh,Chilly,Medium,7661,"Bus: 781 INR, Flight: 6972 INR, Car Rental: 2322 INR, Train: 1915 INR",Local Cuisine: 1239 INR per day,3-star: 1454 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Boating, Cultural Tours",High,4.9/5,Winter,"Hindi, English",Very Safe,Yes,Festival
Tripura,Pleasant,Low,42247,"Train: 1496 INR, Flight: 3736 INR",Local Cuisine: 647 INR per day,Luxury Resort: 1007 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Wildlife Safari, Cultural Tours",High,4.2/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,High,38237,"Bus: 986 INR, Train: 1932 INR, Car Rental: 1910 INR",Local Cuisine: 870 INR per day,3-star: 1134 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Wildlife Safari, Cultural Tours",Moderate,4.3/5,Monsoon,"Hindi, English",Very Safe,No,Local Traditions
Mizoram,Chilly,Low,27768,"Car Rental: 1916 INR, Train: 1078 INR, Flight: 4076 INR",Local Cuisine: 603 INR per day,3-star: 4673 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, Cultural Tours",Moderate,4.9/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Tripura,Chilly,Medium,20975,"Train: 1812 INR, Bus: 243 INR, Flight: 4194 INR, Car Rental: 1175 INR",Local Cuisine: 1030 INR per day,Luxury Resort: 1341 INR per night,"Ujjayanta Palace, Neermahal",Trekking,Low,3.7/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Pleasant,Low,33229,"Flight: 5871 INR, Train: 1571 INR",Local Cuisine: 1414 INR per day,Luxury Resort: 4050 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Wildlife Safari",High,3.7/5,Summer,"Hindi, English",Moderately Safe,Yes,Local Traditions
Tripura,Pleasant,Medium,6195,"Car Rental: 1719 INR, Bus: 877 INR, Train: 1936 INR",Local Cuisine: 780 INR per day,Homestay: 3958 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, River Rafting, Boating",Moderate,4.9/5,Summer,"Bengali, Kokborok",Very Safe,No,Festival
Assam,Chilly,High,5881,"Bus: 390 INR, Train: 874 INR, Flight: 6543 INR",Local Cuisine: 1373 INR per day,Homestay: 4136 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,Moderate,4.3/5,Monsoon,Assamese,Very Safe,No,Local Traditions
Manipur,Sunny,Low,5680,"Car Rental: 1082 INR, Flight: 4176 INR, Bus: 502 INR",Local Cuisine: 817 INR per day,Luxury Resort: 3915 INR per night,"Loktak Lake, Kangla Fort","Boating, River Rafting",High,3.9/5,Winter,Manipuri,Moderately Safe,No,Art Exhibitions
Mizoram,Pleasant,High,31098,"Flight: 5846 INR, Bus: 883 INR, Train: 1682 INR, Car Rental: 2990 INR",Local Cuisine: 1278 INR per day,3-star: 1433 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Wildlife Safari",Moderate,4.4/5,Monsoon,Mizo,Moderately Safe,Yes,Local Traditions
Manipur,Rainy,Low,33153,"Bus: 474 INR, Car Rental: 2958 INR, Train: 1334 INR, Flight: 6824 INR",Local Cuisine: 1892 INR per day,Luxury Resort: 2652 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Trekking, Cultural Tours",Moderate,3.8/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival
Mizoram,Rainy,High,45377,"Flight: 4774 INR, Train: 1511 INR, Car Rental: 2068 INR, Bus: 755 INR",Local Cuisine: 1413 INR per day,Homestay: 1463 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Trekking",High,4.1/5,Summer,Mizo,Safe for Solo Travelers,Yes,Local Traditions
Tripura,Pleasant,High,24663,"Car Rental: 2872 INR, Bus: 670 INR",Local Cuisine: 522 INR per day,3-star: 3820 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Boating",Moderate,4.7/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Tripura,Sunny,Medium,42016,"Car Rental: 2378 INR, Flight: 4595 INR, Train: 1281 INR, Bus: 418 INR",Local Cuisine: 1215 INR per day,Homestay: 3400 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, Trekking, River Rafting",High,4.3/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Festival
Arunachal Pradesh,Rainy,Medium,40897,"Train: 806 INR, Car Rental: 1176 INR, Flight: 3306 INR, Bus: 462 INR",Local Cuisine: 1858 INR per day,Luxury Resort: 4717 INR per night,"Tawang Monastery, Ziro Valley","Boating, Cultural Tours",Low,3.8/5,Summer,"Hindi, English",Moderately Safe,No,Art Exhibitions
Nagaland,Rainy,Low,17658,"Train: 612 INR, Bus: 954 INR, Flight: 5941 INR, Car Rental: 2554 INR",Local Cuisine: 758 INR per day,3-star: 4990 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Trekking, River Rafting",Moderate,4.8/5,Winter,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Meghalaya,Pleasant,Medium,23983,"Car Rental: 1182 INR, Flight: 3928 INR",Local Cuisine: 1278 INR per day,Homestay: 3856 INR per night,"Cherrapunji, Living Root Bridges","Trekking, Boating",High,4.0/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions
Meghalaya,Rainy,Low,43706,"Flight: 5743 INR, Train: 1295 INR, Bus: 815 INR",Local Cuisine: 1010 INR per day,Luxury Resort: 3601 INR per night,"Cherrapunji, Living Root Bridges",Cultural Tours,Low,4.0/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions
Mizoram,Rainy,High,18637,"Car Rental: 2248 INR, Bus: 547 INR, Train: 694 INR, Flight: 6015 INR",Local Cuisine: 763 INR per day,Luxury Resort: 4699 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, River Rafting, Trekking",Moderate,4.7/5,Summer,Mizo,Moderately Safe,No,Festival
Assam,Chilly,Medium,14252,"Train: 1382 INR, Bus: 572 INR",Local Cuisine: 1928 INR per day,Homestay: 3242 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,Moderate,5.0/5,Monsoon,Assamese,Moderately Safe,No,Local Traditions
Manipur,Chilly,Low,32502,"Bus: 751 INR, Car Rental: 2098 INR, Train: 1356 INR, Flight: 3068 INR",Local Cuisine: 631 INR per day,Luxury Resort: 4187 INR per night,"Kangla Fort, Loktak Lake",Boating,Low,4.5/5,Winter,Manipuri,Very Safe,No,Art Exhibitions
Tripura,Chilly,Low,45809,"Flight: 5126 INR, Bus: 227 INR, Train: 869 INR",Local Cuisine: 1867 INR per day,Homestay: 4648 INR per night,"Ujjayanta Palace, Neermahal",Cultural Tours,Low,4.6/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Festival
Meghalaya,Chilly,Medium,16327,"Car Rental: 1682 INR, Flight: 3677 INR, Train: 1017 INR, Bus: 273 INR",Local Cuisine: 503 INR per day,Homestay: 2924 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Cultural Tours, Boating",Moderate,3.8/5,Summer,"Khasi, Garo",Very Safe,Yes,Art Exhibitions
Manipur,Chilly,Low,10513,"Bus: 860 INR, Car Rental: 2377 INR",Local Cuisine: 1392 INR per day,3-star: 4932 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, River Rafting, Boating",High,4.4/5,Winter,Manipuri,Very Safe,No,Local Traditions
Nagaland,Sunny,High,24770,"Train: 1492 INR, Car Rental: 2828 INR, Bus: 760 INR, Flight: 3048 INR",Local Cuisine: 1565 INR per day,Homestay: 1031 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Boating",Moderate,4.3/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions
